"Dato";"Tekst";"Beløb";"Saldo";"Status";"Afstemt"
"22.10.2012";"7-Eleven B 417     26594";"-471,16";"-76.621,93";"Udført";"Nej"
"22.10.2012";"Irma Nørre Voldg.  32845";"-399,50";"-77.021,43";"Udført";"Nej"
"23.10.2012";"7-Eleven B 01      11188";"-38,50";"-77.059,93";"Udført";"Nej"
"23.10.2012";"Vedels             09773";"-83,50";"-77.143,43";"Udført";"Nej"
"23.10.2012";"Baresso Coffee A/S 23730";"-40,00";"-77.183,43";"Udført";"Nej"
"23.10.2012";"FUURSTED PAPIR     29506";"-65,00";"-77.248,43";"Udført";"Nej"
"23.10.2012";"Baresso Coffee A/S 84063";"-43,00";"-77.291,43";"Udført";"Nej"
"23.10.2012";"Irma Codanhus 2301 09828";"-302,00";"-77.593,43";"Udført";"Nej"
"24.10.2012";"Reinh. van Hauen   60921";"-55,90";"-77.649,33";"Udført";"Nej"
"24.10.2012";"Irma Oslo Plads    34546";"-347,28";"-77.996,61";"Udført";"Nej"
"25.10.2012";"Irma Østerbrog.52  12049";"-70,00";"-78.066,61";"Udført";"Nej"
"25.10.2012";"Reinh. van Hauen   61162";"-90,50";"-78.157,11";"Udført";"Nej"
"25.10.2012";"Tiger 37           22795";"-60,00";"-78.217,11";"Udført";"Nej"
"25.10.2012";"FOCUS ØSTER FARIMA 18160";"-84,95";"-78.302,06";"Udført";"Nej"
"25.10.2012";"Irma Nørre Voldg.  26064";"-327,00";"-78.629,06";"Udført";"Nej"
"02.01.2012";"Vedels             66159";"-128,00";"-2.230,24";"Udført";"Nej"
"02.01.2012";"FOCUS ØSTER FARIMA 72444";"-23,95";"-2.254,19";"Udført";"Nej"
"02.01.2012";"FONA AFD. FS/110   19142";"-129,90";"-2.384,09";"Udført";"Nej"
"02.01.2012";"Morten Holm        03324";"-110,00";"-2.494,09";"Udført";"Nej"
"02.01.2012";"Irma Oslo Plads    51469";"-466,50";"-2.960,59";"Udført";"Nej"
"02.01.2012";"TOYS \"R\" US - 3109 56994";"-909,70";"-3.870,29";"Udført";"Nej"
"02.01.2012";"FOCUS ØSTER FARIMA 72725";"-51,90";"-3.922,19";"Udført";"Nej"
"02.01.2012";"onfone.dk          87551";"-99,00";"-4.021,19";"Udført";"Nej"
"02.01.2012";"FOCUS ØSTER FARIMA 73415";"-128,60";"-4.149,79";"Udført";"Nej"
"02.01.2012";"Magasin";"-300,00";"-4.449,79";"Udført";"Nej"
"02.01.2012";"Lederen";"-2.887,00";"-7.336,79";"Udført";"Nej"
"02.01.2012";"Irma Oslo Plads    49497";"-421,50";"-7.758,29";"Udført";"Nej"
"02.01.2012";"Ikea - 121, ACO    90530";"-1.368,00";"-9.126,29";"Udført";"Nej"
"02.01.2012";"The Bagel co.      06566";"-147,00";"-9.273,29";"Udført";"Nej"
"02.01.2012";"McDonald's Nørrevo 01067";"-197,50";"-9.470,79";"Udført";"Nej"
"03.01.2012";"VDK DKK   125,00";"-125,00";"-9.595,79";"Udført";"Nej"
"03.01.2012";"FOCUS ØSTER FARIMA 74090";"-73,35";"-9.669,14";"Udført";"Nej"
"03.01.2012";"APOTEKET TRIANGLEN 02994";"-80,90";"-9.750,04";"Udført";"Nej"
"03.01.2012";"FOCUS ØSTER FARIMA 74290";"-18,95";"-9.768,99";"Udført";"Nej"
"04.01.2012";"Statoil - 10742    47335";"-22,95";"-9.791,94";"Udført";"Nej"
"04.01.2012";"VDK DKK    48,00";"-48,00";"-9.839,94";"Udført";"Nej"
"04.01.2012";"VDK DKK    65,00";"-65,00";"-9.904,94";"Udført";"Nej"
"04.01.2012";"PETER BEIER CHOKOL 39028";"-88,48";"-9.993,42";"Udført";"Nej"
"04.01.2012";"Lån tilbage - Dec";"17.000,00";"7.006,58";"Udført";"Nej"
"04.01.2012";"Irma Oslo Plads    52747";"-548,00";"6.458,58";"Udført";"Nej"
"05.01.2012";"Implantatklinik Kø 05569";"-1.995,45";"4.463,13";"Udført";"Nej"
"05.01.2012";"FOCUS ØSTER FARIMA 74909";"-29,90";"4.433,23";"Udført";"Nej"
"05.01.2012";"PIZZAHUSET         37849";"-111,00";"4.322,23";"Udført";"Nej"
"06.01.2012";"onfone.dk          75045";"-50,00";"4.272,23";"Udført";"Nej"
"06.01.2012";"VDK DKK    24,00";"-24,00";"4.248,23";"Udført";"Nej"
"06.01.2012";"7-Eleven B 21      37160";"-32,95";"4.215,28";"Udført";"Nej"
"06.01.2012";"Tiger 37           62268";"-92,00";"4.123,28";"Udført";"Nej"
"06.01.2012";"RD - omprioritering";"6.700,00";"10.823,28";"Udført";"Nej"
"06.01.2012";"Irma Nørre Voldg.  83979";"-323,50";"10.499,78";"Udført";"Nej"
"06.01.2012";"FOCUS ØSTER FARIMA 75515";"-102,90";"10.396,88";"Udført";"Nej"
"09.01.2012";"SAXO.COM           78533";"-178,45";"10.218,43";"Udført";"Nej"
"09.01.2012";"Nordisk Film Bio   11411";"-211,66";"10.006,77";"Udført";"Nej"
"09.01.2012";"Irma Hellerup      80342";"-452,45";"9.554,32";"Udført";"Nej"
"09.01.2012";"SPORTMASTER A/S    35482";"-1.450,00";"8.104,32";"Udført";"Nej"
"09.01.2012";"NY CARLSBERG GLYPT 63536";"-75,00";"8.029,32";"Udført";"Nej"
"09.01.2012";"Imperial           17979";"-128,17";"7.901,15";"Udført";"Nej"
"09.01.2012";"SPORTMASTER        64927";"-399,90";"7.501,25";"Udført";"Nej"
"09.01.2012";"Uno-X Aut. Vasbyga 11529";"-554,32";"6.946,93";"Udført";"Nej"
"09.01.2012";"SuperB Nørrevold   21909";"-132,40";"6.814,53";"Udført";"Nej"
"09.01.2012";"FOCUS ØSTER FARIMA 76489";"-141,55";"6.672,98";"Udført";"Nej"
"09.01.2012";"SuperB Nørrevold   71897";"-62,50";"6.610,48";"Udført";"Nej"
"09.01.2012";"Ekstra til bugdet";"-3.500,00";"3.110,48";"Udført";"Nej"
"09.01.2012";"SuperB Ndr. Frihav 07684";"-247,60";"2.862,88";"Udført";"Nej"
"09.01.2012";"Irma Codanhus 2301 71630";"-101,00";"2.761,88";"Udført";"Nej"
"10.01.2012";"VDK DKK   149,98";"-149,98";"2.611,90";"Udført";"Nej"
"10.01.2012";"VDK DKK    39,00";"-39,00";"2.572,90";"Udført";"Nej"
"10.01.2012";"FONA AFD. FS/110   06935";"-499,95";"2.072,95";"Udført";"Nej"
"10.01.2012";"Irma 23021         79312";"-507,50";"1.565,45";"Udført";"Nej"
"11.01.2012";"Statoil - 10742    37710";"-22,95";"1.542,50";"Udført";"Nej"
"11.01.2012";"Spejder Sport A/S  04133";"-398,00";"1.144,50";"Udført";"Nej"
"11.01.2012";"Irma Oslo Plads    12997";"-459,50";"685,00";"Udført";"Nej"
"12.01.2012";"Irma Oslo Plads    56327";"-265,50";"419,50";"Udført";"Nej"
"12.01.2012";"DSB NETBUTIK       22483";"-398,00";"21,50";"Udført";"Nej"
"13.01.2012";"VDK DKK    39,00";"-39,00";"-17,50";"Udført";"Nej"
"13.01.2012";"Summerbirg Chocola 42110";"-420,00";"-437,50";"Udført";"Nej"
"13.01.2012";"SPORTMASTER VIMMEL 81686";"-199,95";"-637,45";"Udført";"Nej"
"13.01.2012";"Borger Kiosken     75662";"-70,00";"-707,45";"Udført";"Nej"
"13.01.2012";"Holms bager        02111";"-87,00";"-794,45";"Udført";"Nej"
"16.01.2012";"VDK DKK     6,00";"-6,00";"-800,45";"Udført";"Nej"
"16.01.2012";"THORVALDSENS MUSEU 03904";"-40,00";"-840,45";"Udført";"Nej"
"16.01.2012";"The living room    71301";"-116,00";"-956,45";"Udført";"Nej"
"16.01.2012";"FONA AFD. FS/110   15907";"-249,95";"-1.206,40";"Udført";"Nej"
"16.01.2012";"Morten Holm        64885";"-37,00";"-1.243,40";"Udført";"Nej"
"16.01.2012";"Blockbuster Video  72777";"-308,58";"-1.551,98";"Udført";"Nej"
"16.01.2012";"Vedels             68140";"-77,00";"-1.628,98";"Udført";"Nej"
"16.01.2012";"FOCUS ØSTER FARIMA 79645";"-92,75";"-1.721,73";"Udført";"Nej"
"16.01.2012";"Mejeriforeningen   73502";"-309,00";"-2.030,73";"Udført";"Nej"
"16.01.2012";"FOCUS ØSTER FARIMA 79830";"-137,70";"-2.168,43";"Udført";"Nej"
"16.01.2012";"Mejeriforeningen   14724";"-309,00";"-2.477,43";"Udført";"Nej"
"16.01.2012";"www.roomservice.dk 85119";"-514,00";"-2.991,43";"Udført";"Nej"
"16.01.2012";"Irma Oslo Plads    15197";"-747,50";"-3.738,93";"Udført";"Nej"
"16.01.2012";"Tiger 37           55021";"-10,00";"-3.748,93";"Udført";"Nej"
"16.01.2012";"Irma Fr.Borggade   58690";"-98,00";"-3.846,93";"Udført";"Nej"
"17.01.2012";"VDK DKK    42,00";"-42,00";"-3.888,93";"Udført";"Nej"
"17.01.2012";"ERHVERVSSKOLERNES  52575";"-599,00";"-4.487,93";"Udført";"Nej"
"17.01.2012";"McDonald's Nørrevo 05726";"-295,00";"-4.782,93";"Udført";"Nej"
"17.01.2012";"Irma Nørre Voldg.  92313";"-80,00";"-4.862,93";"Udført";"Nej"
"18.01.2012";"Statoil - 10742    76030";"-17,95";"-4.880,88";"Udført";"Nej"
"18.01.2012";"Vedels             68576";"-58,00";"-4.938,88";"Udført";"Nej"
"18.01.2012";"Lemontblanc        78997";"-52,00";"-4.990,88";"Udført";"Nej"
"18.01.2012";"PHOTOGRAFICA       64924";"-2.085,00";"-7.075,88";"Udført";"Nej"
"18.01.2012";"FOCUS ØSTER FARIMA 81019";"-57,35";"-7.133,23";"Udført";"Nej"
"18.01.2012";"Irma Oslo Plads    53880";"-249,00";"-7.382,23";"Udført";"Nej"
"19.01.2012";"SPG 56 - Varme";"-181,14";"-7.563,37";"Udført";"Nej"
"19.01.2012";"Irma City 23097    48787";"-289,00";"-7.852,37";"Udført";"Nej"
"20.01.2012";"SPORTMASTER A/S    37501";"1.349,95";"-6.502,42";"Udført";"Nej"
"20.01.2012";"Kruses Gastronomi  11657";"-26,00";"-6.528,42";"Udført";"Nej"
"20.01.2012";"VOIGT              57805";"-450,00";"-6.978,42";"Udført";"Nej"
"20.01.2012";"Irma Oslo Plads    17929";"-428,00";"-7.406,42";"Udført";"Nej"
"23.01.2012";"Irma Nørre Voldg.  69846";"-348,50";"-7.754,92";"Udført";"Nej"
"23.01.2012";"FONA AFD. FS/110   16307";"-199,95";"-7.954,87";"Udført";"Nej"
"23.01.2012";"Blockbuster Video  22046";"-39,00";"-7.993,87";"Udført";"Nej"
"23.01.2012";"DSB 7-Eleven Strue 23882";"-97,50";"-8.091,37";"Udført";"Nej"
"23.01.2012";"Vedels             69263";"-60,00";"-8.151,37";"Udført";"Nej"
"23.01.2012";"Kruses Gastronomi  11953";"-54,00";"-8.205,37";"Udført";"Nej"
"23.01.2012";"DSB 7-Eleven Kvikk 35384";"-70,40";"-8.275,77";"Udført";"Nej"
"23.01.2012";"FOCUS ØSTER FARIMA 83076";"-118,40";"-8.394,17";"Udført";"Nej"
"23.01.2012";"Vin og Tobak v/Mas 43323";"-350,00";"-8.744,17";"Udført";"Nej"
"23.01.2012";"emmerys            17823";"-62,50";"-8.806,67";"Udført";"Nej"
"23.01.2012";"emmerys            17825";"-9,00";"-8.815,67";"Udført";"Nej"
"23.01.2012";"Irma Codanhus 2301 79509";"-525,00";"-9.340,67";"Udført";"Nej"
"24.01.2012";"VDK USD    13,79";"-80,75";"-9.421,42";"Udført";"Nej"
"24.01.2012";"VDK DKK    12,00";"-12,00";"-9.433,42";"Udført";"Nej"
"24.01.2012";"VDK DKK    77,07";"-77,07";"-9.510,49";"Udført";"Nej"
"24.01.2012";"VDK DKK    24,00";"-24,00";"-9.534,49";"Udført";"Nej"
"24.01.2012";"FOCUS ØSTER FARIMA 83860";"-76,80";"-9.611,29";"Udført";"Nej"
"24.01.2012";"Irma Oslo Plads    75613";"-555,50";"-10.166,79";"Udført";"Nej"
"25.01.2012";"Statoil - 10742    14184";"-17,95";"-10.184,74";"Udført";"Nej"
"25.01.2012";"Irma Codanhus 2301 80581";"-156,33";"-10.341,07";"Udført";"Nej"
"25.01.2012";"FOCUS ØSTER FARIMA 84240";"-48,00";"-10.389,07";"Udført";"Nej"
"26.01.2012";"VDK DKK    99,00";"-99,00";"-10.488,07";"Udført";"Nej"
"26.01.2012";"VDK DKK    39,00";"-39,00";"-10.527,07";"Udført";"Nej"
"26.01.2012";"Vedels             69908";"-113,00";"-10.640,07";"Udført";"Nej"
"26.01.2012";"Irma Oslo Plads    20863";"-522,00";"-11.162,07";"Udført";"Nej"
"27.01.2012";"VDK DKK    99,00";"-99,00";"-11.261,07";"Udført";"Nej"
"27.01.2012";"Candy Megastore Sw 35809";"-85,00";"-11.346,07";"Udført";"Nej"
"27.01.2012";"FONA AFD. FS/110   25879";"-199,90";"-11.545,97";"Udført";"Nej"
"27.01.2012";"Illum              13662";"-420,00";"-11.965,97";"Udført";"Nej"
"27.01.2012";"Lemontblanc        80050";"-156,00";"-12.121,97";"Udført";"Nej"
"30.01.2012";"Vedels             70269";"-60,00";"-12.181,97";"Udført";"Nej"
"30.01.2012";"APOTEKET TRIANGLEN 62563";"-315,70";"-12.497,67";"Udført";"Nej"
"30.01.2012";"TRIANGEL HÆLEBAR   09673";"-29,00";"-12.526,67";"Udført";"Nej"
"30.01.2012";"onfone.dk          40331";"-50,00";"-12.576,67";"Udført";"Nej"
"30.01.2012";"onfone.dk          44940";"-25,00";"-12.601,67";"Udført";"Nej"
"30.01.2012";"Reinh. van Hauen   12336";"-117,95";"-12.719,62";"Udført";"Nej"
"30.01.2012";"VOIGT              58039";"-199,00";"-12.918,62";"Udført";"Nej"
"30.01.2012";"BR-LEGETØJ - 2165  42112";"-119,90";"-13.038,52";"Udført";"Nej"
"30.01.2012";"Tiger 37           72869";"-62,00";"-13.100,52";"Udført";"Nej"
"30.01.2012";"SILVAN             20974";"-299,95";"-13.400,47";"Udført";"Nej"
"30.01.2012";"Stadium            05485";"-314,25";"-13.714,72";"Udført";"Nej"
"30.01.2012";"Fields 174 Peak P. 29572";"-360,00";"-14.074,72";"Udført";"Nej"
"30.01.2012";"Quick Silver       36720";"-420,00";"-14.494,72";"Udført";"Nej"
"30.01.2012";"McDonald's         70038";"-304,50";"-14.799,22";"Udført";"Nej"
"30.01.2012";"gratisdns.dk       66903";"-29,70";"-14.828,92";"Udført";"Nej"
"30.01.2012";"gratisdns.dk       66904";"-29,70";"-14.858,62";"Udført";"Nej"
"30.01.2012";"gratisdns.dk       66905";"-29,70";"-14.888,32";"Udført";"Nej"
"30.01.2012";"TV 2/DANMARK       49110";"-69,00";"-14.957,32";"Udført";"Nej"
"30.01.2012";"Field's Parkering  09649";"-6,00";"-14.963,32";"Udført";"Nej"
"30.01.2012";"Irma Fr.Borggade   76472";"-341,50";"-15.304,82";"Udført";"Nej"
"30.01.2012";"Jette - Theater";"-240,00";"-15.544,82";"Udført";"Nej"
"30.01.2012";"Svømning";"-675,00";"-16.219,82";"Udført";"Nej"
"30.01.2012";"Magasin";"-500,00";"-16.719,82";"Udført";"Nej"
"30.01.2012";"Irma Oslo Plads    23063";"-688,50";"-17.408,32";"Udført";"Nej"
"31.01.2012";"budget";"-20.000,00";"-37.408,32";"Udført";"Nej"
"31.01.2012";"Lønoverførsel";"30.631,49";"-6.776,83";"Udført";"Nej"
"31.01.2012";"Automatudb. 2104-5171";"-500,00";"-7.276,83";"Udført";"Nej"
"31.01.2012";"activfoto.dk        6343";"-1.093,00";"-8.369,83";"Udført";"Nej"
"31.01.2012";"Irma Oslo Plads    23718";"-380,80";"-8.750,63";"Udført";"Nej"
"31.01.2012";"Nordisk Film Bio   74737";"-161,61";"-8.912,24";"Udført";"Nej"
"31.01.2012";"Imperial           71384";"-121,79";"-9.034,03";"Udført";"Nej"
"31.01.2012";"Ekstra til budget";"-8.500,00";"-17.534,03";"Udført";"Nej"
"01.02.2012";"Statoil - 10742    44814";"-13,95";"-17.547,98";"Udført";"Nej"
"01.02.2012";"onfone.dk          43732";"-99,00";"-17.646,98";"Udført";"Nej"
"01.02.2012";"Kundekort 4310 0125";"11.140,98";"-6.506,00";"Udført";"Nej"
"01.02.2012";"VAISENHUS APOTEK   50840";"-421,00";"-6.927,00";"Udført";"Nej"
"01.02.2012";"FONA AFD. FS/110   27177";"-149,95";"-7.076,95";"Udført";"Nej"
"01.02.2012";"Irma Illum         79943";"-265,00";"-7.341,95";"Udført";"Nej"
"01.02.2012";"Summerbirg Chocola 43326";"-229,00";"-7.570,95";"Udført";"Nej"
"01.02.2012";"Blomster Bjarne    10865";"-200,00";"-7.770,95";"Udført";"Nej"
"01.02.2012";"Magasin, Kgs Nytor 27649";"-299,95";"-8.070,90";"Udført";"Nej"
"01.02.2012";"PIZZAHUSET         47966";"-165,00";"-8.235,90";"Udført";"Nej"
"02.02.2012";"onfone.dk          42538";"-100,00";"-8.335,90";"Udført";"Nej"
"02.02.2012";"gratisdns.dk       68179";"-29,70";"-8.365,60";"Udført";"Nej"
"02.02.2012";"Lån tilbage - Jan";"18.500,00";"10.134,40";"Udført";"Nej"
"02.02.2012";"Irma Codanhus 2301 85549";"-327,50";"9.806,90";"Udført";"Nej"
"03.02.2012";"Gave til Monica";"-50,00";"9.756,90";"Udført";"Nej"
"03.02.2012";"Kruses Gastronomi  13375";"-60,00";"9.696,90";"Udført";"Nej"
"03.02.2012";"Sportmarster Søbor 19499";"-1.400,00";"8.296,90";"Udført";"Nej"
"03.02.2012";"Reinh. van Hauen   14065";"-88,50";"8.208,40";"Udført";"Nej"
"03.02.2012";"Irma Fr.Borggade   30977";"-269,00";"7.939,40";"Udført";"Nej"
"06.02.2012";"Ikea - 121, ACO    06686";"-712,00";"7.227,40";"Udført";"Nej"
